,Dataset,Repetition,ADAPT,ADMIC-Basic,ADMIC
339,Schirmer M(2018),39,0.583333333333333,0.435897435897436,0.57051282051282
340,Schirmer M(2018),40,0.512820512820513,0.57051282051282,0.705128205128205
341,Schirmer M(2018),41,0.608974358974359,0.493589743589744,0.58974358974359
342,Schirmer M(2018),42,0.467948717948718,0.666666666666667,0.820512820512821
343,Schirmer M(2018),43,0.67948717948718,0.512820512820513,0.615384615384615
344,Schirmer M(2018),44,0.705128205128205,0.628205128205128,0.698717948717949
345,Schirmer M(2018),45,0.474358974358974,0.576923076923077,0.698717948717949
346,Schirmer M(2018),46,0.487179487179487,0.57051282051282,0.557692307692308
347,Schirmer M(2018),47,0.525641025641026,0.653846153846154,0.455128205128205
348,Schirmer M(2018),48,0.551282051282051,0.538461538461538,0.551282051282051
349,Schirmer M(2018),49,0.480769230769231,0.647435897435897,0.461538461538462
350,Schirmer M(2018),50,0.538461538461538,0.666666666666667,0.538461538461538
351,Schirmer M(2018),51,0.525641025641026,0.67948717948718,0.782051282051282
352,Schirmer M(2018),52,0.769230769230769,0.544871794871795,0.608974358974359
353,Schirmer M(2018),53,0.58974358974359,0.487179487179487,0.576923076923077
354,Schirmer M(2018),54,0.455128205128205,0.641025641025641,0.544871794871795
355,Schirmer M(2018),55,0.538461538461538,0.57051282051282,0.628205128205128
356,Schirmer M(2018),56,0.58974358974359,0.557692307692308,0.653846153846154
357,Schirmer M(2018),57,0.596153846153846,0.583333333333333,0.602564102564103
358,Schirmer M(2018),58,0.673076923076923,0.538461538461538,0.641025641025641
359,Schirmer M(2018),59,0.666666666666667,0.525641025641026,0.576923076923077
360,Schirmer M(2018),60,0.5,0.564102564102564,0.666666666666667
361,Schirmer M(2018),61,0.653846153846154,0.557692307692308,0.730769230769231
362,Schirmer M(2018),62,0.461538461538462,0.564102564102564,0.5
363,Schirmer M(2018),63,0.762820512820513,0.512820512820513,0.5
364,Schirmer M(2018),64,0.641025641025641,0.525641025641026,0.628205128205128
365,Schirmer M(2018),65,0.602564102564103,0.628205128205128,0.5
366,Schirmer M(2018),66,0.448717948717949,0.41025641025641,0.66025641025641
367,Schirmer M(2018),67,0.647435897435897,0.576923076923077,0.538461538461538
